# Potassio (K) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: fk_usb2000_spettrogramma_20260921_162948
# selezione: media delle 8 righe piu intense in 760-775 nm (su 25, 6 scartate per taglio nella finestra)
# integrazione: 200 ms · rumore: 0.22 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 26 conteggi)
wavelength_nm,intensity_counts
297.846,0.56575
298.219,0.89075
298.594,-0.05425
298.967,-0.08425
299.341,-0.26925
299.715,0.02575
300.089,0.20075
300.463,0.10575
300.836,0.40075
301.210,0.22575
301.584,0.48075
301.957,0.16575
302.331,0.05075
302.704,0.67075
303.077,0.63075
303.451,0.39575
303.824,0.14575
304.198,0.10075
304.571,0.64575
304.944,0.78075
305.317,0.72575
305.691,0.71575
306.064,0.48075
306.437,0.64575
306.810,1.35575
307.183,1.70075
307.556,1.37575
307.929,0.92575
308.302,1.23075
308.674,1.02075
309.047,1.02575
309.420,0.95075
309.793,0.68075
310.165,0.77075
310.538,0.73075
310.911,0.53075
311.283,0.04075
311.656,0.21075
312.028,0.46575
312.401,0.43075
312.773,0.30575
313.145,0.85575
313.518,0.65575
313.890,0.33075
314.262,0.65075
314.634,0.48075
315.006,0.78075
315.378,1.50575
315.751,1.33075
316.123,0.72575
316.495,0.82575
316.866,0.62575
317.238,0.53075
317.610,0.55575
317.982,0.92575
318.354,1.60575
318.726,1.13075
319.097,0.95575
319.469,0.82575
319.841,0.71575
320.212,0.72575
320.584,0.65075
320.955,0.63075
321.327,1.20075
321.698,0.95575
322.069,0.63075
322.441,-0.04425
322.812,-0.12425
323.183,0.52575
323.555,0.42075
323.926,0.30075
324.297,0.13075
324.668,0.25575
325.039,0.57575
325.410,0.35075
325.781,0.84575
326.152,0.88075
326.523,1.15175
326.894,1.22175
327.264,0.89575
327.635,0.92075
328.006,0.67575
328.376,1.18575
328.747,1.49575
329.118,1.05075
329.488,0.75075
329.859,0.90075
330.229,1.07075
330.599,1.12575
330.970,1.30575
331.340,1.65075
331.711,1.13075
332.081,1.12575
332.451,1.25075
332.821,1.38575
333.191,1.68975
333.562,1.07075
333.932,1.62575
334.301,1.33075
334.671,1.53075
335.041,1.03075
335.411,1.07575
335.781,1.43575
336.151,1.04075
336.521,1.10575
336.890,1.18075
337.260,1.02075
337.630,0.99575
337.999,0.79575
338.369,1.04575
338.738,0.98575
339.108,1.17575
339.477,1.29075
339.847,0.90075
340.216,0.75575
340.586,0.69575
340.955,0.51075
341.324,0.93075
341.693,1.31575
342.062,1.60075
342.431,1.40075
342.800,1.03075
343.170,1.20575
343.538,1.67575
343.907,1.71575
344.276,0.98075
344.645,0.96575
345.014,0.83075
345.383,1.26575
345.752,1.30575
346.120,1.26575
346.489,1.66575
346.858,1.75575
347.226,1.36075
347.595,1.50075
347.963,1.80575
348.332,1.58075
348.700,1.42575
349.068,1.62075
349.437,1.42075
349.805,1.48075
350.173,1.70075
350.541,1.61075
350.909,1.55075
351.278,1.37575
351.646,1.45075
352.014,1.93075
352.382,2.05575
352.750,1.93075
353.118,1.74575
353.485,1.57075
353.853,1.57575
354.221,1.32075
354.589,1.35075
354.957,1.70575
355.324,2.15575
355.692,1.98075
356.059,1.89075
356.427,2.09575
356.794,2.10075
357.162,2.47575
357.529,2.08075
357.897,2.35075
358.264,2.34075
358.631,2.43575
358.998,2.03575
359.366,2.15075
359.733,1.79575
360.100,1.72575
360.467,1.84575
360.834,2.35075
361.201,2.58075
361.568,2.33075
361.935,2.07075
362.302,2.18075
362.669,2.29575
363.035,2.02575
363.402,2.20575
363.769,2.56575
364.135,2.50575
364.502,2.49575
364.869,2.30075
365.235,2.39575
365.602,2.22075
365.968,1.90575
366.335,2.18075
366.701,2.57075
367.067,2.51075
367.434,2.37575
367.800,2.05575
368.166,2.29575
368.532,2.28075
368.898,2.43075
