# Litio (Li) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: nightli_usb2000_spettrogramma_20260921_231929
# selezione: media delle 2 righe piu intense in 665-675 nm (su 14, 4 scartate per taglio nella finestra)
# integrazione: 800 ms · rumore: 0.89 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 8 conteggi)
# cancellato K a 768 nm +-7 nm (c'era un picco da 10 conteggi)
wavelength_nm,intensity_counts
340.216,-0.53700
340.586,2.02300
340.955,-2.61700
341.324,-1.18700
341.693,0.95300
342.062,0.79300
342.431,-0.08200
342.800,-0.23700
343.170,1.11300
343.538,0.76800
343.907,0.37800
344.276,-0.68700
344.645,-0.52200
345.014,-2.33700
345.383,-0.97200
345.752,0.46300
346.120,0.07800
346.489,1.97800
346.858,2.11300
347.226,0.93300
347.595,1.29300
347.963,1.56300
348.332,1.41300
348.700,-0.33200
349.068,1.79800
349.437,1.34800
349.805,-0.76200
350.173,-0.53200
350.541,0.30800
350.909,1.24300
351.278,0.14300
351.646,-0.25700
352.014,1.56300
352.382,3.48800
352.750,4.51300
353.118,-0.20200
353.485,0.09800
353.853,1.11800
354.221,1.59800
354.589,0.79300
354.957,0.26300
355.324,1.58800
355.692,2.96300
356.059,2.27800
356.427,1.29800
356.794,0.31800
357.162,4.09300
357.529,0.81300
357.897,1.49300
358.264,1.50300
358.631,1.55800
358.998,0.78300
359.366,0.04300
359.733,1.92300
360.100,0.66800
360.467,0.04800
360.834,0.91800
361.201,1.68800
361.568,1.41300
361.935,1.54800
362.302,1.58800
362.669,1.54800
363.035,1.04300
363.402,0.98800
363.769,1.65300
364.135,1.81300
364.502,1.94800
364.869,1.66800
365.235,1.37300
365.602,0.59800
365.968,0.76300
366.335,0.98800
366.701,1.04800
367.067,1.43300
367.434,2.89300
367.800,3.96300
368.166,1.42300
368.532,5.48800
368.898,2.81300
369.264,0.31800
369.630,0.39300
369.996,-0.38700
370.362,-0.43200
370.728,1.68300
371.094,-1.38700
371.460,-0.48700
371.826,-0.33200
372.192,3.56300
372.557,1.17300
372.923,0.93800
373.288,0.97800
373.654,2.91300
374.020,2.75800
374.385,2.44800
374.751,2.03300
375.116,2.43800
375.481,2.52800
375.847,1.63800
376.212,2.96800
376.577,2.92300
376.942,3.19800
377.308,3.22800
377.673,1.69300
378.038,1.50300
378.403,2.59800
378.768,2.33800
379.133,2.41300
379.498,2.83800
379.863,2.43800
380.227,2.48800
380.592,1.16800
380.957,1.73800
381.322,2.13300
381.686,3.29300
382.051,4.04300
382.415,3.86800
382.780,4.78800
383.144,2.86800
383.509,2.66800
383.873,2.54800
384.238,4.24300
384.602,2.66800
384.966,-0.58700
385.330,-0.41200
385.695,0.73800
386.059,1.88800
386.423,2.35300
386.787,2.85300
387.151,-0.56200
387.515,1.33800
387.879,1.64800
388.243,2.29300
388.607,2.76300
388.971,2.41800
389.334,3.16800
389.698,1.72300
390.062,0.49800
390.425,-0.48200
390.789,-0.04200
391.153,0.28300
391.516,1.79800
391.880,1.97800
392.243,1.46300
392.606,2.63800
392.970,2.64800
393.333,3.79300
393.697,3.48800
394.060,2.96300
394.423,2.91800
394.786,2.01800
395.149,1.21300
395.512,0.24800
395.875,1.96300
396.238,1.54300
396.601,3.00300
396.964,2.82800
397.327,3.41300
397.690,3.51300
398.053,2.31800
398.415,2.71800
398.778,4.04800
399.140,3.10300
399.503,2.42300
399.866,1.21800
400.228,2.82300
400.591,1.74300
400.953,1.29800
401.315,1.28800
401.678,3.66300
402.040,1.17300
402.402,1.76300
402.765,3.67300
403.127,0.65300
403.489,0.76800
403.851,1.57800
404.213,2.43800
404.575,2.56300
404.937,1.61800
405.299,2.54300
405.661,3.45300
406.023,4.20800
406.385,5.80300
406.746,5.80300
407.108,5.80300
407.470,-1.21200
407.831,0.85800
408.193,0.82300
408.554,3.77300
408.916,3.66800
409.277,4.26800
409.639,1.61300
410.000,2.54800
410.361,3.21300
410.723,2.14300
411.084,2.92300
411.445,2.46300
411.806,3.01300
412.168,2.79800
412.529,2.96300
412.890,4.41800
413.251,2.52300
413.612,1.14300
413.973,1.14300
414.333,-0.33700
414.694,-0.31200
415.055,2.77300
415.416,2.51300
415.776,3.98800
416.137,3.91300
416.498,3.01300
416.858,1.83800
417.219,2.34300
417.579,3.88300
417.940,3.54800
418.300,4.39300
418.660,4.06300
419.021,2.18800
419.381,2.19300
419.741,1.46800
420.101,1.89800
420.462,4.24300
420.822,4.71800
421.182,1.24300
421.542,1.76800
421.902,3.57300
422.262,5.62300
422.622,2.92300
422.981,5.62300
423.341,2.92300
423.701,-1.63700
424.061,0.04800
424.420,1.61800
424.780,3.08800
425.140,1.51300
425.499,0.73800
425.859,2.13800
426.218,2.07300
426.577,2.67800
426.937,2.98800
427.296,2.80300
427.656,2.98800
428.015,3.04800
428.374,-0.63700
428.733,2.66800
429.092,-0.57700
429.451,1.81300
429.810,1.79800
430.169,1.51800
430.528,1.46300
430.887,1.61300
431.246,1.89300
431.605,2.47800
431.964,3.11300
432.322,3.42300
432.681,1.97300
433.040,1.63800
433.398,1.68800
433.757,2.49300
434.115,2.47300
434.474,2.45300
434.832,1.41800
435.191,1.41300
435.549,1.41800
435.908,-0.71200
436.266,1.52300
436.624,3.65800
436.982,2.79300
437.340,3.96300
437.698,1.70300
438.056,3.22800
438.414,2.61800
438.772,3.64300
439.130,2.12300
439.488,1.21300
439.846,4.03800
440.204,2.39300
440.562,5.20800
440.919,2.08800
441.277,2.23800
441.635,1.55300
441.992,1.76800
442.350,4.04800
442.707,6.73800
443.065,4.56300
443.422,3.89300
443.779,3.76300
444.137,3.91300
444.494,1.20800
444.851,-0.33200
445.209,1.11800
445.566,0.57800
445.923,1.03800
446.280,0.53800
446.637,0.97800
446.994,3.41800
447.351,2.81300
447.708,2.99300
448.065,1.91300
448.421,1.94300
448.778,2.42300
449.135,2.22800
449.492,2.79300
449.848,2.34800
450.205,2.77300
450.561,3.85800
450.918,1.69300
451.274,0.64800
451.631,1.13800
451.987,3.31800
452.344,3.02800
452.700,2.04300
453.056,2.74300
453.412,3.71300
453.768,4.06300
454.125,3.10300
454.481,3.03800
454.837,5.15300
455.193,0.67800
455.549,-0.85200
455.904,-1.26200
456.260,0.54800
456.616,-0.48200
456.972,-0.18700
457.328,-1.18200
457.683,1.36300
458.039,2.03800
458.395,1.61300
458.750,1.53800
459.106,2.30800
459.461,3.11300
459.817,1.97800
460.172,2.15300
460.527,2.65300
460.883,0.93800
461.238,1.12800
461.593,1.77800
461.948,2.71800
462.303,2.21800
462.659,1.66800
463.014,2.21300
463.369,2.72800
463.724,2.31800
464.079,2.71300
464.433,2.67300
464.788,2.79800
465.143,2.58800
465.498,2.12300
465.852,1.34800
466.207,0.39800
466.562,1.11300
466.916,1.90300
467.271,2.46300
467.625,2.42800
467.980,2.04800
468.334,2.41300
468.688,3.07300
469.043,2.41300
469.397,2.04800
469.751,2.01800
470.106,3.92300
470.460,3.32800
470.814,4.54800
471.168,2.83800
471.522,3.08800
471.876,1.68800
472.230,3.16800
472.584,3.26300
472.937,3.12300
473.291,1.40300
473.645,1.74800
473.999,0.87300
474.352,0.81300
474.706,1.96300
475.060,1.09300
475.413,2.47800
475.767,2.05300
476.120,-0.81200
476.473,-0.70700
476.827,2.73300
477.180,2.04800
477.533,0.04300
477.887,1.14800
478.240,2.52300
478.593,1.98800
478.946,4.03300
479.299,3.56800
479.652,2.91800
480.005,2.96300
480.358,1.45300
480.711,-0.21700
481.064,1.60800
481.416,2.65800
481.769,3.67800
482.122,2.64300
482.474,3.54800
482.827,3.90300
483.180,2.80800
483.532,2.56300
483.885,3.67300
484.237,2.73300
484.589,2.19300
484.942,2.56800
485.294,4.61300
485.647,2.31300
485.999,1.67300
486.351,1.58800
486.703,3.29800
487.055,1.11300
487.407,-0.20700
487.759,0.06800
488.111,1.72300
488.463,0.26300
488.815,0.17300
489.167,1.41800
489.519,3.68800
489.870,3.38800
490.222,1.79300
490.574,2.41800
490.925,4.29300
491.277,2.63800
491.628,2.63800
491.980,-2.61700
492.331,-1.07700
492.683,0.47300
493.034,1.71300
493.385,1.67300
493.737,2.56800
494.088,2.78800
494.439,3.02300
494.790,2.16300
495.141,1.73800
495.492,2.38800
495.843,1.96800
496.194,2.26300
496.545,1.78800
496.896,0.74300
497.247,3.04300
497.598,4.66300
497.948,3.04800
498.299,1.71300
498.650,0.41300
499.000,0.32300
499.351,2.86800
499.702,2.51300
500.052,2.73800
500.402,2.83800
500.753,2.53800
501.103,2.39300
501.454,3.33800
501.804,3.30300
502.154,1.46800
502.504,2.27800
502.854,4.27800
503.204,4.27800
503.554,12.77500
503.904,1.04300
504.254,-0.58200
504.604,1.04300
504.954,0.91300
505.304,3.69800
505.654,1.97800
506.003,2.22800
506.353,4.37800
506.703,4.72800
507.052,2.61300
507.402,2.64300
507.751,0.37300
508.101,1.84800
508.450,3.31800
508.800,3.79300
509.149,0.23800
509.498,2.42800
509.848,3.84800
510.197,1.94800
510.546,3.16800
510.895,3.72800
511.244,3.06300
511.593,2.92300
511.942,3.06300
512.291,2.92300
512.640,-2.30200
512.989,0.72300
513.338,1.12800
513.687,0.56800
514.035,1.22300
514.384,11.79400
514.732,0.77300
515.081,-0.28200
515.430,0.77300
515.778,0.91800
516.127,2.63300
516.475,2.24300
516.823,0.50300
517.172,1.10800
517.520,1.79800
517.868,2.66800
518.216,0.78800
518.565,0.80800
518.913,1.33800
519.261,1.54300
519.609,1.65800
519.957,2.14300
520.305,0.96300
520.653,1.78800
521.000,2.66300
521.348,0.56300
521.696,5.16800
522.044,5.06300
522.391,2.28800
522.739,2.17800
523.087,2.91800
523.434,1.68800
523.782,1.68800
524.129,-0.46200
524.476,-0.08200
524.824,1.31300
525.171,1.92300
525.518,2.76800
525.865,1.71800
526.213,0.21800
526.560,1.71800
526.907,0.62800
527.254,-1.63700
527.601,0.16300
527.948,-1.13200
528.295,0.53800
528.642,4.14300
528.989,0.62300
529.335,2.66300
529.682,1.28800
530.029,1.53800
530.375,2.86300
530.722,1.81300
531.069,0.64800
531.415,0.88800
531.761,2.41800
532.108,2.26800
532.454,2.29300
532.801,1.79800
533.147,3.18800
533.493,2.28800
533.839,3.71300
534.186,3.96300
534.532,3.06300
534.878,1.71300
535.224,0.51300
535.570,0.09300
535.916,2.85300
536.262,2.74300
536.607,2.99300
536.953,0.79800
537.299,-0.65200
537.645,0.41800
537.990,0.13800
538.336,1.81300
538.682,2.24300
539.027,1.27800
539.373,0.53300
539.718,0.16300
540.063,3.99300
540.409,0.88800
540.754,0.98800
541.100,2.93800
541.445,4.80800
541.790,2.18800
542.135,2.90800
542.480,2.04300
542.825,4.17300
543.170,1.01800
543.515,-0.40700
543.860,1.33800
544.205,3.11800
544.550,1.40300
544.894,1.23300
545.239,1.48800
545.584,1.14300
545.929,0.28300
546.273,1.27800
546.618,0.51800
546.962,1.97800
547.307,2.55800
547.651,1.06300
547.995,1.71300
548.340,2.88800
548.684,1.31300
549.028,3.26800
549.373,3.26800
549.717,11.63400
550.061,2.31300
550.405,-0.53700
550.749,2.31300
551.093,2.23800
551.437,2.63800
551.781,2.55800
552.125,2.21300
552.468,0.74300
552.812,0.17800
553.156,1.14300
553.500,3.71800
553.843,2.71800
554.187,0.52300
554.530,0.48800
554.874,2.14300
555.217,3.48300
555.561,0.95800
555.904,1.27800
556.247,0.04800
556.591,0.66300
556.934,2.41800
557.277,1.53800
557.620,1.67800
557.963,2.04800
558.306,2.48800
558.649,2.08800
558.992,1.97800
559.335,2.03300
559.678,1.66800
560.021,1.53300
560.364,1.67800
560.706,2.03800
561.049,1.14300
561.391,0.35800
561.734,-0.54700
562.077,1.04300
562.419,0.66300
562.762,0.93800
563.104,1.39300
563.446,2.67300
563.789,1.20800
564.131,3.77300
564.473,3.04300
564.816,1.99300
565.158,2.98800
565.500,1.89800
565.842,1.34300
566.184,0.48800
566.526,1.83800
566.868,3.54800
567.210,0.76800
567.551,1.48800
567.893,2.25800
568.235,2.43800
568.577,1.10800
568.918,1.91800
569.260,2.19300
569.601,1.94300
569.943,4.29800
570.284,4.42300
570.626,5.67300
570.967,-0.41200
571.308,1.41800
