obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"418.75868"	"418.758722"	"1000"	"4.48e+06"	C+	"3.43018998"	"6.39011087"	"1"	"2"		"T5720"	"L11631"	
"418.77952"	"418.779491"	"52000"	"1.52e+07"	B	"2.42543332"	"5.38520741"	"4"	"3"		"T4187"	"L11631"	
"418.8327"	"418.83258"	"182"	""		"4.25622280"	"7.2156217"	"3"	"4"		""	"L11631"	
"418.87313"	"418.8731"	"1580"	""		"4.32010008"	"7.279213"	"6"	"7"		""	"L11631"	
"418.95563"	"418.955784"	"479"	"2.7e+06"	D	"3.69459719"	"6.65312587"	"4"	"3"		"T2578n"	"L11631"	
"419.14304"	"419.142997"	"33900"	"2.73e+07"	B	"2.46883473"	"5.42604198"	"2"	"1"		"T5720"	"L11631"	
"419.16763"	"419.167654"	"2690"	"4.06e+06"	B	"2.85805275"	"5.81508605"	"0"	"1"		"T5720"	"L11631"	
"419.36039"	"419.36049"	"65"	""		"2.43269470"	"5.38836827"	"5"	"5"		""	"L11631"	
"419.4493"	"419.44886"	"89"	""		"2.72754450"	"5.68259542"	"4"	"4"		""	"L11631"	
"419.53288"	"419.532874"	"9100"	"1.11e+07"	B	"3.33201954"	"6.28647868"	"5"	"5"		"T5720"	"L11631"	
"419.56176"	"419.561750"	"1150"	"1.21e+06"	C+	"3.01725044"	"5.97150625"	"2"	"2"		"T5720"	"L11631"	
"419.62081"	"419.620852"	"4790"	"1.09e+07"	B+	"3.39650880"	"6.35034852"	"3"	"3"		"T5720"	"L11631"	
"419.65308"	"419.653070"	"1020"	"3.0e+05"	E	"2.94879294"	"5.90240588"	"5"	"5"		"T2578n"	"L11631"	
"419.66712"	"419.66709"	"890"	""		"2.43269470"	"5.3862090"	"5"	"4"		""	"L11631"	
"419.7097"	"419.709607"	"479bl"	""		"0.99011115"	"3.94332623"	"2"	"3"		""	"L11631"	
"419.82466"	"419.824651"	"9100"	"1.47e+07"	B+	"3.36825640"	"6.32066224"	"4"	"4"		"T5720"	"L11631"	
"419.83041"	"419.830363"	"29500"	"8.03e+06"	B	"2.39920471"	"5.35157038"	"5"	"4"		"T4187"	"L11631"	
"419.8528"	"419.852526"	"219"	""		"2.99035244"	"5.94256226"	"4"	"4"		""	"L11631"	
"419.86338"	"419.863389"	"3390"	"1.25e+07"	B	"3.41695281"	"6.36908625"	"2"	"2"		"T5720"	"L11631"	
"419.9095"	"419.909489"	"145000bl"	"4.92e+07"	B	"3.04686890"	"5.99867825"	"4"	"5"		"T5720"	"L11631"	
"419.9361"	"419.936282"	"158"	""		"2.94879294"	"5.90041395"	"5"	"4"		""	"L11631"	
"419.99832"	"419.998366"	"1320"	""		"0.08728574"	"3.03847046"	"2"	"2"		""	"L11631"	
"420.0779"	"420.077749"	"71"	""		"1.60789577"	"4.55852281"	"2"	"3"		""	"L11631"	
"420.09239"	"420.092401"	"2340"	"6.25e+06"	C+	"3.39650880"	"6.34703293"	"3"	"4"		"T5720"	"L11631"	
"420.20289"	"420.202885"	"148000"	"8.22e+06"	A	"1.48486439"	"4.43461275"	"4"	"4"		"T3831"	"L11631"	
"420.2330"	"420.233478"	"229"	""		"2.58810592"	"5.53763954"	"3"	"2"		""	"L11631"	
"420.27527"	"420.275278"	"1910"	"2.53e+05"	C+	"3.04686890"	"5.99610917"	"4"	"4"		"T5720"	"L11631"	
"420.35675"	"420.356851"	"1050"	"1.70e+04"	C	"1.01105568"	"3.95972364"	"1"	"1"		"T5720"	"L11631"	
"420.39380"	"420.39380"	"2750"	"2.97e+06"	B	"3.63434980"	"6.58275864"	"6"	"6"		"T5720"	"L11631"	
"420.39845"	"420.398445"	"12300"	"7.37e+06"	B	"2.84504259"	"5.79341882"	"1"	"2"		"T5720"	"L11631"	
"420.55382"	"420.553882"	"980"	"2.77e+06"	D+	"3.41695281"	"6.36423934"	"2"	"2"		"T5720"	"L11631"	
"420.66964"	"420.669619"	"11500"	"5.90e+03"	D+	"0.05156912"	"2.99804479"	"3"	"3"		"T5720"	"L11631"	
"420.71268"	"420.712709"	"3550"	"4.8e+06"	D+	"2.83159117"	"5.77776507"	"2"	"1"		"T2491n"	"L11631"	
"420.86038"	"420.860387"	"2750"	""		"3.39650880"	"6.34164892"	"3"	"3"		""	"L11631"	
"420.9829"	"420.98282"	"50"	""		"4.32010008"	"7.26438371"	"6"	"5"		""	"L11631"	
"421.03433"	"421.03430"	"18200"	"1.48e+07"	B	"2.48211840"	"5.42604198"	"1"	"1"		"T5720"	"L11631"	
"421.03830"	"421.03829"	"3720"	"7.18e+06"	B	"3.07133880"	"6.01523448"	"1"	"1"		"T5720"	"L11631"	
"421.36471"	"421.36476"	"6600"	"2.1e+07"	D+	"2.84504259"	"5.7866575"	"1"	"0"		"T2491n"	"L11631"	
"421.54230"	"421.54231"	"3020"	"5.98e+05"	B	"2.99035244"	"5.93072834"	"4"	"5"		"T5720"	"L11631"	
"421.5477"	"421.54816"	"240"	""		"2.99035244"	"5.93068755"	"4"	"3"		""	"L11631"	
"421.59675"	"421.59673"	"650"	""		"2.69240763"	"5.63240401"	"5"	"4"		""	"L11631"	
"421.61835"	"421.618312"	"54000"	"1.84e+04"	A	"0.0000000"	"2.93984587"	"4"	"4"		"T3547"	"L11631"	
"421.75453"	"421.75454"	"6900"	"2.46e+07"	B+	"3.43018998"	"6.36908625"	"1"	"2"		"T5720"	"L11631"	
"421.93601"	"421.93595"	"32400"	"2.88e+07"	B+	"3.57321890"	"6.51085164"	"5"	"6"		"T5720"	"L11631"	
"421.94141"	"421.94142"	"1740"	"5.29e+05"	B	"2.99035244"	"5.92794713"	"4"	"4"		"T5720"	"L11631"	
"422.0049"	"422.00483"	"174"	"2.8e+06"	E	"3.92860683"	"6.86576013"	"2"	"1"		"T2578n"	"L11631"	
"422.03414"	"422.03412"	"3310"	"1.83e+07"	C+	"3.07133880"	"6.00828827"	"1"	"0"		"T5720"	"L11631"	
"422.22128"	"422.22127"	"20400"	"5.76e+06"	B	"2.44955978"	"5.38520741"	"3"	"3"		"T4187"	"L11631"	
"422.32329"	"422.32339"	"282"	""		"2.45343044"	"5.38836827"	"4"	"5"		""	"L11631"	
"422.37286"	"422.37285"	"324"	""		"2.94879294"	"5.88338708"	"5"	"4"		""	"L11631"	
"422.41714"	"422.41711"	"8100"	"1.06e+07"	B+	"3.36825640"	"6.30254306"	"4"	"5"		"T5720"	"L11631"	
"422.45125"	"422.45128"	"1950"	"6.81e+06"	C	"3.43018998"	"6.36423934"	"1"	"2"		"T5720"	"L11631"	
"422.54540"	"422.54541"	"7900"	"1.65e+07"	B+	"3.41695281"	"6.35034852"	"2"	"3"		"T5720"	"L11631"	
"422.5713"	"422.57140"	"229"	""		"4.22036211"	"7.15357742"	"4"	"4"		""	"L11631"	
"422.59554"	"422.59555"	"10500"	"1.32e+06"	B+	"3.04686890"	"5.97991659"	"4"	"5"		"T5720"	"L11631"	
"422.63426"	"422.63434"	"380"	""		"2.45343044"	"5.3862090"	"4"	"4"		""	"L11631"	
"422.64237"	"422.64241"	"3160"	"4.3e+06"	D+	"2.84504259"	"5.77776507"	"1"	"1"		"T2491n"	"L11631"	
"422.74263"	"422.74264"	"54000"	"5.29e+07"	B	"3.33201954"	"6.26404671"	"5"	"6"		"T5720"	"L11631"	
"422.8718"	"422.87170"	"71"	""		"3.36825640"	"6.29938878"	"4"	"4"		""	"L11631"	
"422.9404"	"422.94052"	"105"	""		"2.58810592"	"5.51876133"	"3"	"2"		""	"L11631"	
"422.95100"	"422.95093"	"1120"	"2.93e+06"	C+	"3.27398440"	"6.20456765"	"1"	"1"		"T5720"	"L11631"	
"422.97514"	"422.97531"	"780"	"1.99e+04"	A	"1.48486439"	"4.41527878"	"4"	"3"		"T3831"	"L11631"	
"423.27260"	"423.27261"	"1200"	"8.78e+02"	A	"0.11011433"	"3.03847046"	"1"	"2"		"T3547"	"L11631"	
"423.36025"	"423.36021"	"42700"	"1.85e+07"	B	"2.48211840"	"5.40986861"	"1"	"2"		"T4187"	"L11631"	
"423.53870"	"423.53857"	"427"	"1.57e+06"	D+	"3.39650880"	"6.32302612"	"3"	"2"		"T5720"	"L11631"	
"423.5817"	"423.58209"	"40"	""		"2.40407444"	"5.33029109"	"6"	"5"		""	"L11631"	
"423.59367"	"423.59361"	"89000"	"1.88e+07"	B	"2.42543332"	"5.35157038"	"4"	"4"		"T4187"	"L11631"	
"423.70739"	"423.70733"	"540"	"2.22e+03"	B+	"0.95815732"	"3.88350907"	"3"	"3"		"T4920"	"L11631"	
"423.7671"	"423.76701"	"251"	""		"3.01762252"	"5.94256226"	"3"	"4"		""	"L11631"	
"423.80235"	"423.80231"	"3390"	""		"3.41695281"	"6.34164892"	"2"	"3"		""	"L11631"	
"423.8608"	"423.86116"	"219"	""		"3.63434980"	"6.5586399"	"6"	"5"		""	"L11631"	
"423.88097"	"423.88096"	"15100"	"2.41e+07"	B+	"3.39650880"	"6.32066224"	"3"	"4"		"T5720"	"L11631"	
"423.93610"	"423.93617"	"510"	"1.3e+06"	E	"3.64164057"	"6.56541325"	"3"	"4"		"T2578n"	"L11631"	
"423.97321"	"423.97320"	"6300"	"8.46e+05"	B	"2.94879294"	"5.87231021"	"5"	"6"		"T5720"	"L11631"	
"423.98474"	"423.98477"	"8500"	"7.67e+05"	B+	"2.69240763"	"5.61584517"	"5"	"5"		"T5720"	"L11631"	
"423.99421"	"423.99422"	"372"	""		"3.07133880"	"5.99471113"	"1"	"1"		""	"L11631"	
"424.03705"	"424.03704"	"1000"	"6.70e+06"	C+	"3.54652001"	"6.46959714"	"2"	"1"		"T5720"	"L11631"	
"424.06938"	"424.06919"	"339"	""		"2.99035244"	"5.91320801"	"4"	"3"		""	"L11631"	
"424.1114"	"424.11168"	"195"	"4.3e+05"	D	"2.83159117"	"5.75415389"	"2"	"1"		"T2578n"	"L11631"	
"424.25957"	"424.25952"	"540"	"1.19e+05"	C+	"2.72754450"	"5.64908881"	"4"	"3"		"T5720"	"L11631"	
"424.27291"	"424.27294"	"1200"	"1.32e+06"	C+	"3.30092244"	"6.22237439"	"2"	"2"		"T5720"	"L11631"	
"424.33682"	"424.33683"	"600"	""		"3.63977237"	"6.56078442"	"2"	"2"		""	"L11631"	
"424.3541"	"424.35434"	"224"	""		"3.69459719"	"6.61548873"	"4"	"3"		""	"L11631"	
"424.38159"	"424.38152"	"389"	"2.5e+06"	D	"3.88350907"	"6.80421351"	"3"	"2"		"T2578n"	"L11631"	
"424.52569"	"424.52573"	"5600"	"9.0e+06"	D+	"2.85805275"	"5.77776507"	"0"	"1"		"T2491n"	"L11631"	
"424.53441"	"424.53440"	"1170"	"1.01e+06"	C+	"3.33201954"	"6.25167222"	"5"	"4"		"T5720"	"L11631"	
"424.60125"	"424.60126"	"240"	""		"3.27398440"	"6.19317735"	"1"	"0"		""	"L11631"	
"424.60847"	"424.60841"	"1260"	"5.85e+06"	C+	"3.64164057"	"6.56078442"	"3"	"2"		"T5720"	"L11631"	
"424.73058"	"424.73054"	"1450"	"1.02e+05"	C+	"2.45343044"	"5.37173492"	"4"	"3"		"T5720"	"L11631"	
"424.74253"	"424.74250"	"15800"	"1.94e+07"	B	"3.36825640"	"6.28647868"	"4"	"5"		"T5720"	"L11631"	
"424.82238"	"424.82237"	"2820"	"3.82e+06"	C+	"3.07133880"	"5.98901244"	"1"	"2"		"T5720"	"L11631"	
"424.84023"	"424.84021"	"316"	""		"1.01105568"	"3.92860683"	"1"	"2"		""	"L11631"	
"424.9579"	"424.95833"	"145"	""		"2.55917148"	"5.47591165"	"4"	"3"		""	"L11631"	
"425.01192"	"425.01188"	"71000"	"2.07e+07"	B	"2.46883473"	"5.38520741"	"2"	"3"		"T4187"	"L11631"	
"425.0191"	"425.01880"	"219"	""		"2.40407444"	"5.32039963"	"6"	"5"		""	"L11631"	
"425.07866"	"425.07864"	"214000"	"1.02e+07"	B+	"1.55735733"	"4.47327202"	"3"	"3"		"T5720"	"L11631"	
"425.08915"	"425.08921"	"398"	""		"3.07133880"	"5.98718095"	"1"	"1"		""	"L11631"	
"425.1497"	"425.14979"	"89bl"	""		"3.69459719"	"6.6100239"	"4"	"5"		""	"L11631"	
"425.1641"	"425.16442"	"50"	""		"2.40407444"	"5.31940082"	"6"	"6"		""	"L11631"	
"425.3930"	"425.39297"	"191"	""		"3.63977237"	"6.55353246"	"2"	"1"		""	"L11631"	
"425.49450"	"425.49447"	"690"	"1.43e+05"	C+	"3.01762252"	"5.93068755"	"3"	"3"		"T5720"	"L11631"	
"425.55001"	"425.55004"	"890"	"7.13e+05"	D+	"3.01762252"	"5.93030716"	"3"	"2"		"T5720"	"L11631"	
"425.6205"	"425.62001"	"135"	""		"3.41695281"	"6.32915863"	"2"	"1"		""	"L11631"	
"425.6309"	"425.63112"	"204"	""		"2.43269470"	"5.34482452"	"5"	"4"		""	"L11631"	
"425.6807"	"425.68043"	"71"	""		"4.25622280"	"7.16801526"	"3"	"3"		""	"L11631"	
"425.83156"	"425.83157"	"3240"	"2.54e+03"	A	"0.08728574"	"2.99804479"	"2"	"3"		"T3547"	"L11631"	
"425.86109"	"425.86133"	"331"	"8.0e+05"	D	"2.83159117"	"5.74214676"	"2"	"2"		"T2578n"	"L11631"	
"425.89514"	"425.89513"	"980"	"2.34e+05"	C+	"3.01762252"	"5.92794713"	"3"	"4"		"T5720"	"L11631"	
"425.9336"	"425.93364"	"151"	"4.19e+04"	D+	"2.99035244"	"5.90041395"	"4"	"4"		"T6110"	"L11631"	
"425.99989"	"425.99989"	"1200"	"1.57e+06"	D	"3.33201954"	"6.24162851"	"5"	"6"		"T5720"	"L11631"	
"426.00803"	"426.00813"	"200"	""		"3.39650880"	"6.30606149"	"3"	"3"		""	"L11631"	
"426.01349"	"426.01350"	"1410"	"2.20e+06"	C+	"3.07133880"	"5.98085478"	"1"	"2"		"T5720"	"L11631"	
"426.04741"	"426.04736"	"224000"	"3.99e+07"	B	"2.39920471"	"5.30848946"	"5"	"5"		"T5720"	"L11631"	
"426.07286"	"426.07277"	"219"	""		"2.84504259"	"5.75415389"	"1"	"1"		""	"L11631"	
"426.42032"	"426.42033"	"870"	"1.62e+06"	C+	"3.36825640"	"6.27499663"	"4"	"3"		"T5720"	"L11631"	
"426.5236"	"426.52359"	"170"	""		"3.95972364"	"6.86576013"	"1"	"1"		""	"L11631"	
"426.52678"	"426.52683"	"437"	""		"3.92860683"	"6.83462125"	"2"	"3"		""	"L11631"	
"426.69642"	"426.69641"	"6200"	"6.27e+05"	B+	"2.72754450"	"5.63240401"	"4"	"4"		"T5720"	"L11631"	
"426.7389"	"426.73914"	"120"	""		"4.28330826"	"7.1878769"	"2"	"2"		""	"L11631"	
"426.78262"	"426.78263"	"4680"	"8.17e+06"	B	"3.11096179"	"6.01523448"	"0"	"1"		"T5720"	"L11631"	
"426.87485"	"426.87486"	"1660"	"3.30e+06"	C+	"3.30092244"	"6.20456765"	"2"	"1"		"T5720"	"L11631"	
"427.11535"	"427.11531"	"87000"	"1.82e+07"	B	"2.44955978"	"5.35157038"	"3"	"4"		"T4187"	"L11631"	
"427.17602"	"427.17599"	"630000"	"2.28e+07"	A	"1.48486439"	"4.38646275"	"4"	"5"		"T3831"	"L11631"	
"427.1942"	"427.19406"	"288"	""		"2.43269470"	"5.33417031"	"5"	"4"		""	"L11631"	
"427.38682"	"427.38676"	"479"	""		"3.07133880"	"5.97150625"	"1"	"2"		""	"L11631"	
"427.5698"	"427.56979"	"288"	"5.59e+04"	D+	"2.55917148"	"5.45809748"	"4"	"4"		"T5720"	"L11631"	
"427.66758"	"427.66743"	"479"	"2.6e+06"	D	"3.88160368"	"6.77986785"	"4"	"4"		"T2578n"	"L11631"	
"427.82311"	"427.82300"	"580"	"1.0e+06"	D	"3.36825640"	"6.26546671"	"4"	"3"		"T2578n"	"L11631"	
"427.9488"	"427.94878"	"398"	"1.5e+06"	D	"3.88350907"	"6.77986785"	"3"	"4"		"T2578n"	"L11631"	
"427.9870"	"427.98685"	"115"	"6.5e+05"	D	"2.85805275"	"5.75415389"	"0"	"1"		"T2578n"	"L11631"	
"428.0539"	"428.05350"	"437bl"	"3.1e+05"	E	"3.23672008"	"6.13237029"	"6"	"5"		"T2578n"	"L11631"	
"428.24026"	"428.24026"	"89000"	"1.21e+07"	B+	"2.17594512"	"5.07033256"	"3"	"2"		"T5720"	"L11631"	
"428.4405"	"428.44051"	"540bl*"	"1.1e+05"	E	"2.99035244"	"5.88338708"	"4"	"4"		"T2578n"	"L11631"	
"428.4405"	"428.44080"	"540bl*"	""		"4.37135106"	"7.26438371"	"4"	"5"		""	"L11631"	
"428.54417"	"428.54415"	"4170"	"1.78e+06"	D+	"3.23672008"	"6.12905507"	"6"	"6"		"T5720"	"L11631"	
"428.5822"	"428.58234"	"324"	"1.3e+06"	D	"3.63977237"	"6.53184961"	"2"	"2"		"T2578n"	"L11631"	
"428.64340"	"428.64319"	"520"	"1.7e+05"	D	"2.94879294"	"5.84045966"	"5"	"4"		"T2578n"	"L11631"	
"428.6864"	"428.68631"	"316"	""		"3.41695281"	"6.30832866"	"2"	"1"		""	"L11631"	
"428.69834"	"428.69829"	"590"	""		"3.94332623"	"6.83462125"	"3"	"3"		""	"L11631"	
"428.7938"	"428.79396"	"229"	""		"3.43018998"	"6.32083991"	"1"	"0"		""	"L11631"	
"428.81455"	"428.81455"	"3470"	"4.49e+05"	B+	"2.75857762"	"5.64908881"	"3"	"3"		"T5720"	"L11631"	
"428.8956"	"428.89548"	"339"	"2.92e+05"	C	"2.58810592"	"5.47807170"	"3"	"2"		"T5720"	"L11631"	
"428.99143"	"428.99149"	"417"	""		"3.39650880"	"6.28582776"	"3"	"2"		""	"L11631"	
"429.03786"	"429.03789"	"1780"	"6.29e+05"	C+	"2.99035244"	"5.87935896"	"4"	"5"		"T5720"	"L11631"	
"429.08644"	"429.08641"	"269"	"3.83e+05"	C+	"2.83159117"	"5.72027099"	"2"	"3"		"T5720"	"L11631"	
"429.14634"	"429.14629"	"9800"	"3.35e+03"	B	"0.05156912"	"2.93984587"	"3"	"4"		"T5720"	"L11631"	
"429.2117"	"429.21170"	"145"	""		"2.17594512"	"5.06378173"	"3"	"3"		""	"L11631"	
"429.2163"	"429.21629"	"166"	""		"2.58810592"	"5.47591165"	"3"	"3"		""	"L11631"	
"429.22841"	"429.22847"	"234"	""		"2.19786640"	"5.08559017"	"2"	"2"		""	"L11631"	
"429.37980"	"429.37979"	"600"	""		"2.43269470"	"5.31940082"	"5"	"6"		""	"L11631"	
"429.40374"	"429.40371"	"407"	""		"2.55917148"	"5.44571679"	"4"	"3"		""	"L11631"	
"429.41245"	"429.41244"	"58000"	"3.12e+06"	B+	"1.48486439"	"4.37135106"	"4"	"4"		"T5720"	"L11631"	
"429.80362"	"429.80364"	"6300"	"1.23e+06"	B	"3.04686890"	"5.93072834"	"4"	"5"		"T5720"	"L11631"	
"429.9235"	"429.92340"	"63000bl*"	"1.29e+07"	B+	"2.42543332"	"5.30848946"	"4"	"5"		"T5720"	"L11631"	
"429.9235"	"429.92394"	"63000bl*"	""		"3.26711257"	"6.15016512"	"5"	"5"		""	"L11631"	
"429.9467"	"429.94666"	"219"	""		"3.25148176"	"6.13438193"	"3"	"3"		""	"L11631"	
"429.96283"	"429.96288"	"500"	"2.65e+05"	B	"3.01762252"	"5.90041395"	"3"	"4"		"T6110"	"L11631"	
"430.0206"	"430.02036"	"115"	"6.5e+05"	E	"3.88160368"	"6.76400977"	"4"	"4"		"T2578n"	"L11631"	
"430.21855"	"430.21856"	"2750"	"7.70e+05"	B	"3.04686890"	"5.92794713"	"4"	"4"		"T5720"	"L11631"	
"430.45405"	"430.45402"	"1550"	"3.06e+05"	B	"2.94879294"	"5.82829520"	"5"	"5"		"T5720"	"L11631"	
"430.5131"	"430.51336"	"120"	""		"2.72754450"	"5.60664989"	"4"	"3"		""	"L11631"	
"430.52067"	"430.52061"	"347"	"4.7e+05"	E	"3.54652001"	"6.42557692"	"2"	"3"		"T2578n"	"L11631"	
"430.54502"	"430.54501"	"3890"	"5.54e+06"	C+	"3.01725044"	"5.89614419"	"2"	"1"		"T5720"	"L11631"	
"430.6578"	"430.65796"	"129"	""		"3.43018998"	"6.30832866"	"1"	"1"		""	"L11631"	
"430.7704"	"430.77042"	"182"	""		"3.26711257"	"6.14449991"	"5"	"4"		""	"L11631"	
"430.79020"	"430.79017"	"630000"	"3.38e+07"	B+	"1.55735733"	"4.43461275"	"3"	"4"		"T5720"	"L11631"	
"430.8495"	"430.84928"	"52"	""		"2.45343044"	"5.33029109"	"4"	"5"		""	"L11631"	
"430.90304"	"430.90303"	"2290"	"1.96e+06"	B	"3.63434980"	"6.51085164"	"6"	"6"		"T5720"	"L11631"	
"430.93742"	"430.93741"	"10500"	"1.78e+06"	C+	"2.94879294"	"5.82506529"	"5"	"6"		"T5720"	"L11631"	
"430.94535"	"430.94538"	"331"	""		"3.11096179"	"5.98718095"	"0"	"1"		""	"L11631"	
"431.0374"	"431.03717"	"324"	"2.4e+06"	E	"3.92860683"	"6.80421351"	"2"	"2"		"T2578n"	"L11631"	
"431.50843"	"431.50844"	"62000"	"7.76e+06"	B+	"2.19786640"	"5.07033256"	"2"	"2"		"T5720"	"L11631"	
"431.7047"	"431.70482"	"129"	"5.2e+05"	E	"3.54652001"	"6.41767950"	"2"	"2"		"T2578n"	"L11631"	
"431.8801"	"431.88051"	"309"	""		"2.58810592"	"5.45809748"	"3"	"4"		""	"L11631"	
"432.0483"	"432.04860"	"120"	""		"3.41695281"	"6.28582776"	"2"	"2"		""	"L11631"	
"432.4948"	"432.49479"	"398"	""		"2.19786640"	"5.06378173"	"2"	"3"		""	"L11631"	
"432.51747"	"432.51754"	"407"	""		"3.01762252"	"5.88338708"	"3"	"4"		""	"L11631"	
""	"432.573891"	"m"	""		"0.0000000"	"2.86539125"	"4"	"3"		""	"L11631"	
"432.57616"	"432.57616"	"830000"	"5.16e+07"	B+	"1.60789577"	"4.47327202"	"2"	"3"		"T5720"	"L11631"	
"432.59397"	"432.59405"	"720"	"4.81e+05"	D+	"3.26711257"	"6.13237029"	"5"	"5"		"T5720"	"L11631"	
"432.67530"	"432.67529"	"1200"	"4.63e+05"	C	"2.94879294"	"5.81351269"	"5"	"4"		"T5720"	"L11631"	
"432.70953"	"432.70954"	"3630"	"1.12e+07"	B	"3.54652001"	"6.41101300"	"2"	"2"		"T5720"	"L11631"	
"432.79031"	"432.79034"	"790"	"7.16e+05"	C+	"3.30140276"	"6.16536100"	"4"	"4"		"T5720"	"L11631"	
"433.09516"	"433.09517"	"200"	""		"3.26711257"	"6.12905507"	"5"	"6"		""	"L11631"	
"433.70460"	"433.70454"	"22900"	"1.02e+06"	A	"1.55735733"	"4.41527878"	"3"	"3"		"T3831"	"L11631"	
"433.7517"	"433.75168"	"100"	""		"2.58810592"	"5.44571679"	"3"	"3"		""	"L11631"	
"433.82475"	"433.82574"	"295"	"7.9e+04"	D	"2.17594512"	"5.03306811"	"3"	"4"		"T2578n"	"L11631"	
"434.0490"	"434.04889"	"170"	""		"2.75857762"	"5.61423177"	"3"	"2"		""	"L11631"	
"434.1813"	"434.18115"	"89"	""		"3.54652001"	"6.40130429"	"2"	"2"		""	"L11631"	
"434.32161"	"434.32153"	"316"	""		"4.10337372"	"6.95723530"	"4"	"5"		""	"L11631"	
"434.3271"	"434.32708"	"1020bl"	"1.6e+06"	D	"3.25148176"	"6.10530689"	"3"	"2"		"T2578n"	"L11631"	
"434.36972"	"434.36971"	"1260"	"6.21e+05"	B	"3.04686890"	"5.90041395"	"4"	"4"		"T6110"	"L11631"	
"434.3869"	"434.38726"	"110"	""		"3.54652001"	"6.39994976"	"2"	"3"		""	"L11631"	
"434.44993"	"434.44990"	"331"	""		"3.60252504"	"6.45554341"	"3"	"2"		""	"L11631"	
"434.4890"	"434.48861"	"182"	""		"4.15435379"	"7.00711799"	"3"	"4"		""	"L11631"	
"434.65523"	"434.65522"	"1450"	"7.52e+05"	B	"3.30140276"	"6.15307342"	"4"	"4"		"T5720"	"L11631"	
"434.72333"	"434.723287"	"398"	"1.23e+02"	A	"0.0000000"	"2.85122419"	"4"	"4"		"T3547"	"L11631"	
"434.78323"	"434.78332"	"407"	"1.7e+06"	D	"3.60252504"	"6.45335558"	"3"	"2"		"T2578n"	"L11631"	
"434.89363"	"434.89366"	"1070"	"2.82e+05"	D+	"2.99035244"	"5.84045966"	"4"	"4"		"T5720"	"L11631"	
"435.15436"	"435.15437"	"2340"	"9.39e+05"	B	"2.99035244"	"5.83875215"	"4"	"3"		"T5720"	"L11631"	
"435.27344"	"435.27345"	"36300"	"3.63e+06"	B+	"2.22271209"	"5.07033256"	"1"	"2"		"T5720"	"L11631"	
"435.84989"	"435.85007"	"1860"	"8.09e+05"	C+	"2.94879294"	"5.79264615"	"5"	"4"		"T5720"	"L11631"	
"435.8684"	"435.86835"	"155"	""		"3.01725044"	"5.86098438"	"2"	"1"		""	"L11631"	
"436.08029"	"436.08040"	"166"	"1.0e+06"	D	"3.64164057"	"6.48399171"	"3"	"2"		"T2578n"	"L11631"	
"436.58964"	"436.58963"	"520"	"2.81e+05"	C	"2.99035244"	"5.82938837"	"4"	"3"		"T5720"	"L11631"	
"436.75782"	"436.75781"	"9100"	"1.56e+06"	B	"2.99035244"	"5.82829520"	"4"	"5"		"T5720"	"L11631"	
"436.79033"	"436.79032"	"1860"	"9.09e+04"	C+	"1.60789577"	"4.44562726"	"2"	"2"		"T5720"	"L11631"	
"436.97715"	"436.97716"	"27500"	"6.09e+06"	C+	"3.04686890"	"5.88338708"	"4"	"4"		"T5720"	"L11631"	
"437.0981"	"437.09763"	"71"	""		"2.17594512"	"5.01168158"	"3"	"4"		""	"L11631"	
"437.29814"	"437.29863"	"347"	"1.8e+05"	D	"3.01725044"	"5.85168345"	"2"	"2"		"T2578n"	"L11631"	
"437.35604"	"437.35605"	"1510"	"1.04e+06"	C	"3.01762252"	"5.85168345"	"3"	"2"		"T5720"	"L11631"	
"437.44889"	"437.44888"	"620"	"1.68e+05"	C	"3.30092244"	"6.13438193"	"2"	"3"		"T5720"	"L11631"	
"437.5476"	"437.54768"	"141"	"1.53e+05"	D+	"3.57321890"	"6.40603863"	"5"	"4"		"T6110"	"L11631"	
"437.59298"	"437.592935"	"138000"	"2.95e+04"	A	"0.0000000"	"2.83252676"	"4"	"5"		"T3547"	"L11631"	
"437.59859"	"437.59860"	"389"	""		"3.04686890"	"5.87935896"	"4"	"5"		""	"L11631"	
"437.6774"	"437.67725"	"490bl*"	"5.35e+05"	D+	"3.01725044"	"5.84923154"	"2"	"1"		"T5720"	"L11631"	
"437.6774"	"437.67821"	"490bl*"	""		"3.64164057"	"6.47361547"	"3"	"3"		""	"L11631"	
"437.77913"	"437.77906"	"372"	"3.8e+05"	D	"3.27398440"	"6.10530689"	"1"	"2"		"T2578n"	"L11631"	
"438.27677"	"438.27676"	"2450"	"1.54e+06"	C+	"3.57321890"	"6.40132623"	"5"	"5"		"T5720"	"L11631"	
"438.35447"	"438.35444"	"141000"	"5.00e+07"	A	"1.48486439"	"4.31247059"	"4"	"5"		"T3831"	"L11631"	
"438.46719"	"438.46718"	"520"	"5.4e+05"	E	"3.01725044"	"5.84412959"	"2"	"2"		"T2578n"	"L11631"	
"438.52493"	"438.52490"	"209"	""		"3.01762252"	"5.84412959"	"3"	"2"		""	"L11631"	
"438.78909"	"438.78908"	"3240"	"3.46e+06"	C+	"3.07133880"	"5.89614419"	"1"	"1"		"T5720"	"L11631"	
