obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"467.7340"	"467.7344"	"3h"	""		"5.777459"	"8.427456"	"5/2"	"3/2"		""	"L772"	
"469.7490"	"469.7477"	"350h"	""		"5.244851"	"7.883492"	"3/2"	"3/2"		""	"L772"	
"470.171"	"470.161"	"10h"	""		"5.688311"	"8.324631"	"3/2"	"5/2"		""	"L772"	
"470.4594"	"470.4597"	"450"	"5.5e+06"	C+	"5.102380"	"7.737027"	"7/2"	"7/2"		"T1343"	"L772"	
"476.749"	"476.743"	"75h"	""		"5.724709"	"8.324631"	"3/2"	"5/2"		""	"L772"	
"477.622"	"477.618"	"20h"	""		"5.421363"	"8.016523"	"5/2"	"5/2"		""	"L772"	
"479.400"	"479.399"	"150h"	""		"5.505682"	"8.091200"	"5/2"	"3/2"		""	"L772"	
"479.7042"	"479.7031"	"20"	""		"5.153147"	"7.737027"	"5/2"	"7/2"		""	"L772"	
"484.2290"	"484.2275"	"25h"	""		"5.244851"	"7.804590"	"3/2"	"5/2"		""	"L772"	
"486.610"	"486.616"	"75h"	""		"5.777459"	"8.324631"	"5/2"	"5/2"		""	"L772"	
"493.669"	"493.658"	"0h"	""		"5.505682"	"8.016523"	"5/2"	"5/2"		""	"L772"	
"501.6611"	"501.6618"	"400"	""		"5.522772"	"7.993553"	"3/2"	"1/2"		""	"L772"	
"503.436"	"503.425"	"100h"	""		"5.421363"	"7.883492"	"5/2"	"3/2"		""	"L772"	
"507.6173"	"507.6181"	"100h"	""		"5.574734"	"8.016523"	"7/2"	"5/2"		""	"L772"	
"510.5541"	"510.5548"	"1500"	"2.0e+06"	C+	"1.388948"	"3.8166920"	"5/2"	"3/2"		"T1343"	"L772"	
"511.1913"	"511.1920"	"300"	""		"5.568835"	"7.993553"	"1/2"	"1/2"		""	"L772"	
"511.549"	"511.551"	"10"	""		"6.946821"	"9.369838"	"7/2"	"7/2"		""	"L772"	
"514.27"	"514.287"	"10h"	""		"5.681073"	"8.091200"	"1/2"	"3/2"		""	"L772"	
"514.4120"	"514.4122"	"550h"	""		"5.395050"	"7.804590"	"7/2"	"5/2"		""	"L772"	
"515.3235"	"515.3238"	"2000"	"6.0e+07"	C+	"3.7858977"	"6.1911751"	"1/2"	"3/2"		"T1343"	"L772"	
"515.836"	"515.836"	"50h"	""		"5.688311"	"8.091200"	"3/2"	"3/2"		""	"L772"	
"517.560"	"517.560"	"1h"	""		"6.946821"	"9.34171"	"7/2"	"9/2"		""	"L772"	
"520.087"	"520.092"	"500h"	""		"5.421363"	"7.804590"	"5/2"	"5/2"		""	"L772"	
"521.2780"	"521.2767"	"140h"	""		"5.505682"	"7.883492"	"5/2"	"3/2"		""	"L772"	
"521.8202"	"521.8202"	"2500"	"7.5e+07"	C+	"3.8166920"	"6.1920252"	"3/2"	"5/2"		"T1343"	"L772"	
"522.0070"	"522.0070"	"500"	"1.50e+07"	C+	"3.8166920"	"6.1911751"	"3/2"	"3/2"		"T1343"	"L772"	
"523.765"	"523.770"	"10h"	""		"5.724709"	"8.091200"	"3/2"	"3/2"		""	"L772"	
"525.052"	"525.0504"	"500h"	""		"5.522772"	"7.883492"	"3/2"	"3/2"		""	"L772"	
"528.3530"	"528.3543"	"5"	""		"7.023880"	"9.369838"	"5/2"	"7/2"		""	"L772"	
"529.2517"	"529.2524"	"1650"	"1.09e+07"	C+	"5.395050"	"7.737027"	"7/2"	"7/2"		"T1343"	"L772"	
"530.417"	"530.414"	"0h*"	""		"3.7858977"	"6.1227444"	"1/2"	"1/2"	M1	""	"L772"	
"530.417"	"530.423"	"0h*"	""		"3.7858977"	"6.1227049"	"1/2"	"3/2"	M1	""	"L772"	
"532.080"	"532.085"	"0h"	""		"7.023880"	"9.353390"	"5/2"	"3/2"		""	"L772"	
"532.378"	"532.381"	"3h"	""		"5.688311"	"8.016523"	"3/2"	"5/2"		""	"L772"	
"535.2666"	"535.2664"	"300"	""		"5.421363"	"7.737027"	"5/2"	"7/2"		""	"L772"	
"535.495"	"535.499"	"250h"	""		"5.568835"	"7.883492"	"1/2"	"3/2"		""	"L772"	
"535.733"	"535.711"	"3h"	""		"5.777459"	"8.091200"	"5/2"	"3/2"		""	"L772"	
"536.0030"	"536.0034"	"200"	""		"5.681073"	"7.993553"	"1/2"	"1/2"		""	"L772"	
